,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
6889,tv show,grand designs,unknown,kevin mccloud,united kingdom,01-aug-19,2017,tv-14,180,"british tv shows, international tv shows, reality tv","host kevin mccloud presents people who take self-building houses to a new level, following every step of their ambitious plans from beginning to end."
6890,tv show,grand hotel,unknown,"yon gonzález, amaia salamanca, adriana ozores, pedro alonso, concha velasco, llorenç gonzález, pep anton muñoz, eloy azorín, fele martínez, luz valdenebro, marta larralde, antonio reyes, iván morales, dion córdoba, raquel sierra",spain,"november 1, 2017",2013,tv-pg,540,"international tv shows, romantic tv shows, spanish-language tv shows","to learn the truth about his sister's mysterious disappearance, a young man infiltrates a hotel in the guise of a footman and begins an investigation."
6891,movie,grand masti,indra kumar,"riteish deshmukh, vivek oberoi, aftab shivdasani, suresh menon, manjari fadnis, sonalee kulkarni, karishma tanna, kainaat arora, bruna abdullah, maryam zakaria, pradeep singh rawat",india,01-mar-18,2013,tv-ma,93,"comedies, international movies, music & musicals","leaving their wives at home, three randy friends look forward to some raunchy extramarital fun at their college reunion."
6892,movie,grass,tanuj chopra,"emily chang, pia shah, anthony ma",united states,14-feb-19,2017,tv-ma,57,"comedies, independent movies",good girl cam recruits her pot-loving bestie jinky to help deliver a backpack full of weed for her drug-dealing fiancé.
6893,movie,grease,randal kleiser,"john travolta, olivia newton-john, stockard channing, jeff conaway, barry pearl, michael tucci, kelly ward, didi conn, jamie donnelly, dinah manoff, eve arden, dody goodman, sid caesar, joan blondell, frankie avalon",united states,01-nov-19,1978,pg,110,"classic movies, comedies, music & musicals",john travolta and olivia newton-john star in this hit musical comedy about a greaser and the good girl he falls for – much to his friends' chagrin.
6894,tv show,great interior design challenge,unknown,"tom dyckhoff, daniel hopwood, sophie robinson",united kingdom,"december 1, 2018",2016,tv-pg,180,"british tv shows, international tv shows, reality tv","in this reality series, amateur interior designers on tight budgets test their mettle transforming rooms with speed and style."
6895,tv show,great yellowstone thaw,unknown,unknown,united kingdom,01-oct-17,2017,tv-pg,360,"docuseries, science & nature tv",this series explores the effects of the extreme temperature variations at yellowstone national park on the animals that live there.
6896,movie,green room,jeremy saulnier,"anton yelchin, imogen poots, patrick stewart, alia shawkat, joe cole, callum turner, macon blair, david w. thompson, mark webber, eric edelstein, kai lennox",united states,12-nov-18,2015,r,95,"horror movies, thrillers","at the end of their low-budget tour, a punk band accepts a gig at an isolated rural club, only to discover that their hosts are neo-nazis."
6897,movie,green white green (and all the beautiful colours in my mosaic of madness),abba t. makama,"ifeanyi dike jr., jamal ibrahim, samuel robinson, cristabel goddy, okey uzoeshi, bimbo manuel, meg otanwa, eric didie, donatus ekwuazi, omoye uzamere",nigeria,01-jan-18,2016,tv-ma,102,"comedies, independent movies, international movies","three young nigerian bohemians, each from one of the country's major ethnic groups, explore the directions in which their lives could go."
6898,movie,gringo: the dangerous life of john mcafee,nanette burstein,unknown,united states,"april 1, 2018",2016,tv-ma,97,documentaries,"tech tycoon john mcafee made millions from his anti-virus software. now, he may be best known for his bizarre and scandalous lifestyle."
6899,movie,growing up coy,eric juhola,unknown,united states,06-jan-17,2016,tv-pg,82,"documentaries, lgbtq movies","filmmakers follow a colorado family's highly public battle for the rights of their transgender daughter, coy, in a landmark civil rights case."
6900,movie,gun runners,anjali nayar,unknown,canada,01-feb-17,2015,tv-pg,90,"documentaries, international movies, sports movies",two roaming kenyan bandits attempt to change the course of their lives by exchanging their rifles for running shoes.
6902,movie,guy martin: last flight of the vulcan bomber,james woodroffe,"guy martin, kevin stone, shaun dooley",united kingdom,26-jul-19,2015,tv-g,57,"documentaries, international movies",guy martin assists in preparing the last airworthy vulcan bomber for a farewell tour while revealing the stories behind the iconic aircraft.
6903,movie,héroes,esteban vidal,"fabrizio copano, juanita ringeling, fernando alarcón, delfina guzmán, paty cofré, andrés rillón, julio jung, nicolás oyarzún",chile,19-aug-18,2015,tv-ma,91,"comedies, international movies","when an earthquake hits chile, rescue workers must put aside their differences to save the country from a businessman's evil scheme."
6904,movie,hükümet kadin,sermiyan midyat,"demet akbağ, sermiyan midyat, mahir i̇pek, gülhan tekin, burcu gönder, cezmi baskın, renan bilek, ayberk attila, rıza akın, bülent çolak",turkey,10-mar-17,2013,tv-ma,100,"comedies, international movies","when an uneducated mother of eight suddenly becomes mayor, she uses the skills she's learned as a housewife to keep her town running like clockwork."
6905,movie,hükümet kadin 2,sermiyan midyat,"demet akbağ, sermiyan midyat, mahir i̇pek, gülhan tekin, burcu gönder, mine şenhuy teber, osman alkaş, bülent çolak, olgun toker, doğukan polat",turkey,10-mar-17,2013,tv-14,101,"comedies, international movies","in 1949, with freedoms threatened, housewife hükümet is unaware of her future life in politics as she faces off with liar and mayoral hopeful faruk."
6906,tv show,ha unlimited,unknown,"tuck boriboon, ball chernyim, na’kom chuanchuen",unknown,11-may-18,2016,tv-ma,180,"international tv shows, tv comedies","three comedians launch a company designed to spread happiness far and wide in this thai sitcom packed with gags, sound effects and special guests."
6907,movie,haapus,unknown,"makarand anaspure, madhura velankar, subodh bhave",india,15-mar-18,2010,tv-14,138,"comedies, dramas, international movies",the son of an astrologer faces opposition from his superstitious father regarding his scheme of launching a mango business.
6908,movie,hadi i̇nşallah,ali taner baltacı,"büşra pekin, murat boz, cezmi baskın, şinasi yurtsever, i̇dil dizdar, hülya gülsen irmak, canan özer, şenay bozoklar, emrah kaman, müjde uzman",turkey,"april 4, 2018",2014,tv-14,95,"comedies, international movies, romantic movies",a young woman recovering poorly from a bad romance gets a new lease on life after encountering a handsome man during a job interview.
6909,movie,hairspray,adam shankman,"nikki blonsky, john travolta, michelle pfeiffer, christopher walken, amanda bynes, james marsden, queen latifah, zac efron, brittany snow, allison janney, elijah kelley, jerry stiller","united states, united kingdom, canada",01-jan-20,2007,pg,116,"children & family movies, comedies, music & musicals","in 1962, ambitious plus-size teen tracy turnblad tries to integrate a racially divided baltimore one watusi at a time."
6910,movie,halo legends,"shinji aramaki, mamoru oshii, hideki futamura, toshiyuki kanno, tomoki kyoda, koichi mashimo, yasushi muraki, daisuke nishio, frank o'connor, koji sawai, joseph chou, hiroshi yamazaki","andy mcavin, james faulkner, luci christian, john swasey","united states, japan",01-may-17,2009,pg-13,117,"action & adventure, anime features, sci-fi & fantasy","this anthology features seven independent anime shorts from renowned directors, delving into the futuristic universe of the video game franchise halo."
6911,movie,halo: the fall of reach,ian kirby,"jen taylor, steve downes, michelle lukes, britt baron, travis willingham, john bently, todd haberkorn, cole jensen",united states,07-mar-16,2015,tv-14,65,"action & adventure, sci-fi & fantasy",witness the origins of master chief and the spartan program as a group of children transform into enhanced soldiers and fight a powerful alien threat.
6912,movie,hamara dil aapke paas hai,satish kaushik,"anil kapoor, aishwarya rai bachchan, sonali bendre, puru rajkumar, anupam kher, satish kaushik, mukesh rishi, jaspal bhatti, razak khan, himani shivpuri, smita jaykar, tanaaz currim irani",india,01-mar-18,2000,tv-14,158,"dramas, international movies, music & musicals","love blooms when kind-hearted avinash takes in preeti, a woman shunned by society, but the unorthodox living situation creates quite a stir among the neighbors."
6913,movie,hamburger hill,john irvin,"anthony barille, michael boatman, don cheadle, michael dolan, don james, dylan mcdermott, michael a. nickles, harry o'reilly, daniel o'shea, tim quill, tommy swerdlow, courtney b. vance, steven weber, tegan west",united states,23-nov-19,1987,r,110,"action & adventure, dramas",the vietnam war's horrors come brutally to life through the eyes of american soldiers trying to take a heavily fortified hill under vietcong control.
6914,movie,hamza's suitcase,akram farouk,"hamada helal, yousra el lozy, ahmed fathy, mohammed tharwat, samia trabelsi, diaa el-merghani, abdalah mishrif, mohamed metwalli, samy maghawry, bayoumi fouad, inas al-najjar, taher abu lela",egypt,02-may-19,2017,tv-14,79,"comedies, international movies","when a con man tries to retrieve a bag of money, he swoons for a woman with ties to a notorious crew of criminals."
6915,movie,hangman,johnny martin,"al pacino, karl urban, brittany snow, joe anderson, sarah shahi, sloane warren, chelle ramos, steve coulter, michael rose",united states,06-may-20,2017,r,99,thrillers,"a homicide detective, a criminal profiler and a journalist team up to nab a serial killer whose murders are inspired by the classic game of hangman."
6916,movie,hank: five years from the brink,joe berlinger,"henry paulson, wendy paulson",united states,25-aug-18,2013,tv-14,86,documentaries,"from joe berlinger, director of the ""paradise lost"" trilogy, comes this documentary about controversial former u.s. treasury secretary henry paulson."
6917,tv show,hannibal,unknown,"hugh dancy, mads mikkelsen, caroline dhavernas, hettienne park, laurence fishburne, scott thompson, aaron abrams, gillian anderson, lara jean chorostecki",united states,06-jun-20,2015,tv-ma,540,"tv horror, tv mysteries, tv thrillers",this drama series focuses on the early years of the relationship between fbi criminal profiler will graham and homicidal cannibal dr. hannibal lecter.
6918,movie,hans zimmer: live in prague,tim van someren,hans zimmer,united kingdom,01-mar-18,2017,tv-g,138,"international movies, music & musicals","in this concert film, oscar-winning composer hans zimmer performs his most iconic movie scores to a sell-out crowd at the o2 arena in prague."
